16个全向干扰源
接收时间	指令	位置	频道	响应摘要	虚拟时间
12:13:54	测量	(-185.00, -1501.51)	5	示向度 163.41°	2145.653 s
12:13:54	测量	(-185.00, -1501.51)	6	未检测到信号	2151.653 s
12:13:54	测量	(-185.00, -1501.51)	10	示向度 189.48°	2157.653 s
12:13:54	测量	(-185.00, -1501.51)	12	未检测到信号	2163.653 s
12:13:54	测量	(-185.00, -1501.51)	16	未检测到信号	2169.653 s
12:13:55	测量	(-347.64, -1530.00)	3	未检测到信号	2208.676 s
12:13:55	测量	(-347.64, -1530.00)	5	示向度 157.06°	2214.676 s
12:13:55	测量	(-347.64, -1530.00)	8	未检测到信号	2220.676 s
12:13:55	测量	(-347.64, -1530.00)	10	示向度 190.94°	2226.676 s
12:13:55	测量	(-347.64, -1530.00)	15	示向度 207.31°	2232.676 s
12:13:55	测量	(-347.64, -1530.00)	18	未检测到信号	2238.676 s
12:13:56	测量	(-372.94, -1530.00)	5	示向度 156.27°	2249.736 s
12:13:56	测量	(-372.94, -1530.00)	6	未检测到信号	2255.736 s
12:13:56	测量	(-372.94, -1530.00)	10	示向度 318.40°	2261.736 s
12:13:56	测量	(-372.94, -1530.00)	15	示向度 210.09°	2267.736 s
12:13:57	清除	(-372.94, -1530.00)	10	清除成功	2272.736 s
12:13:57	测量	(-511.99, -1635.00)	15	示向度 180.83°	2312.584 s
12:13:57	测量	(-511.99, -1635.00)	5	示向度 141.64°	2318.584 s
12:13:57	测量	(-511.99, -1635.00)	12	未检测到信号	2324.584 s
12:13:57	测量	(-511.99, -1635.00)	16	未检测到信号	2330.584 s
12:13:58	测量	(-529.38, -1635.00)	5	示向度 140.78°	2340.063 s
12:13:58	测量	(-529.38, -1635.00)	15	示向度 181.53°	2346.063 s
12:13:59	测量	(-550.00, -1635.00)	15	距离过近	2355.187 s
12:13:59	测量	(-550.00, -1635.00)	5	示向度 139.67°	2361.187 s
12:13:59	清除	(-550.00, -1635.00)	15	清除成功	2366.187 s
12:14:00	测量	(-766.51, -1510.00)	5	示向度 130.66°	2421.187 s
12:14:00	测量	(-766.51, -1510.00)	3	未检测到信号	2427.187 s
12:14:00	测量	(-766.51, -1510.00)	6	未检测到信号	2433.187 s
12:14:00	测量	(-766.51, -1510.00)	8	未检测到信号	2439.187 s
12:14:00	测量	(-891.51, -1293.49)	8	未检测到信号	2494.187 s
12:14:00	测量	(-891.51, -1293.49)	5	示向度 164.50°	2500.187 s
12:14:00	测量	(-891.51, -1293.49)	12	未检测到信号	2506.187 s
12:14:00	测量	(-891.51, -1293.49)	18	未检测到信号	2512.187 s
12:14:01	测量	(-970.00, -1270.00)	5	距离过近	2534.573 s
12:14:01	清除	(-970.00, -1270.00)	5	清除成功	2539.573 s
12:14:02	测量	(-470.00, -1270.00)	11	未检测到信号	2645.573 s
12:14:02	测量	(430.00, -1270.00)	11	示向度 3.18°	2830.573 s
12:14:02	测量	(430.00, -1270.00)	6	未检测到信号	2836.573 s
12:14:02	测量	(430.00, -1270.00)	16	示向度 19.94°	2842.573 s
12:14:02	测量	(430.00, -1270.00)	18	未检测到信号	2848.573 s
12:14:03	测量	(930.00, -1270.00)	3	未检测到信号	2954.573 s
12:14:03	测量	(930.00, -1270.00)	8	未检测到信号	2960.573 s
12:14:03	测量	(930.00, -1270.00)	11	示向度 9.80°	2966.573 s
12:14:03	测量	(930.00, -1270.00)	12	未检测到信号	2972.573 s
12:14:03	测量	(930.00, -1270.00)	16	示向度 35.99°	2978.573 s
12:14:04	测量	(1070.01, -1270.00)	16	示向度 46.70°	3011.575 s
12:14:04	测量	(1070.01, -1270.00)	6	未检测到信号	3017.575 s
12:14:04	测量	(1070.01, -1270.00)	11	示向度 21.73°	3023.575 s
12:14:04	测量	(1070.01, -1270.00)	18	未检测到信号	3029.575 s
12:14:05	测量	(1165.00, -1230.00)	3	未检测到信号	3056.189 s
12:14:05	测量	(1165.00, -1230.00)	8	未检测到信号	3062.189 s
12:14:05	测量	(1165.00, -1230.00)	11	示向度 12.70°	3068.189 s
12:14:05	测量	(1165.00, -1230.00)	12	未检测到信号	3074.189 s
12:14:05	测量	(1165.00, -1230.00)	16	示向度 52.52°	3080.189 s
12:14:05	清除	(1165.00, -1230.00)	11	清除成功	3085.189 s
12:14:05	测量	(1381.51, -1105.00)	16	示向度 88.74°	3140.189 s
12:14:05	测量	(1381.51, -1105.00)	6	未检测到信号	3146.189 s
12:14:05	测量	(1381.51, -1105.00)	8	未检测到信号	3152.189 s
12:14:05	测量	(1381.51, -1105.00)	12	未检测到信号	3158.189 s
12:14:06	测量	(1385.00, -935.00)	3	未检测到信号	3198.196 s
12:14:06	测量	(1385.00, -935.00)	8	未检测到信号	3204.196 s
12:14:06	测量	(1385.00, -935.00)	16	距离过近	3210.196 s
12:14:06	测量	(1385.00, -935.00)	18	未检测到信号	3216.196 s
12:14:06	清除	(1385.00, -935.00)	16	清除成功	3221.196 s
12:14:06	测量	(1385.00, -685.00)	3	未检测到信号	3277.196 s
12:14:06	测量	(1385.00, -685.00)	6	未检测到信号	3283.196 s
12:14:06	测量	(1385.00, -685.00)	12	未检测到信号	3289.196 s
12:14:06	测量	(1385.00, -685.00)	14	示向度 85.25°	3295.196 s
12:14:07	测量	(1385.00, -435.00)	14	示向度 83.39°	3350.196 s
12:14:07	测量	(1385.00, -435.00)	3	未检测到信号	3356.196 s
12:14:07	测量	(1385.00, -435.00)	8	未检测到信号	3362.196 s
12:14:07	测量	(1385.00, -435.00)	18	未检测到信号	3368.196 s
12:14:07	测量	(1385.00, -185.00)	3	未检测到信号	3424.196 s
12:14:07	测量	(1385.00, -185.00)	6	未检测到信号	3430.196 s
12:14:07	测量	(1385.00, -185.00)	12	未检测到信号	3436.196 s
12:14:07	测量	(1385.00, -185.00)	13	示向度 145.24°	3442.196 s
12:14:07	测量	(1385.00, -185.00)	14	示向度 80.44°	3448.196 s
12:14:07	测量	(1510.00, 31.51)	14	示向度 105.62°	3503.196 s
12:14:07	测量	(1510.00, 31.51)	3	示向度 131.09°	3509.196 s
12:14:07	测量	(1510.00, 31.51)	8	未检测到信号	3515.196 s
12:14:07	测量	(1510.00, 31.51)	13	示向度 161.84°	3521.196 s
12:14:07	测量	(1510.00, 31.51)	18	未检测到信号	3527.196 s
12:14:08	测量	(1455.00, 230.00)	3	示向度 138.03°	3574.391 s
12:14:08	测量	(1455.00, 230.00)	6	未检测到信号	3580.391 s
12:14:08	测量	(1455.00, 230.00)	8	未检测到信号	3586.391 s
12:14:08	测量	(1455.00, 230.00)	12	未检测到信号	3592.391 s
12:14:08	测量	(1455.00, 230.00)	13	示向度 172.90°	3598.391 s
12:14:08	测量	(1455.00, 230.00)	14	示向度 271.88°	3604.391 s
12:14:08	清除	(1455.00, 230.00)	14	清除成功	3609.391 s
12:14:08	测量	(1205.00, 230.00)	3	示向度 123.59°	3665.391 s
12:14:08	测量	(1205.00, 230.00)	6	未检测到信号	3671.391 s
12:14:08	测量	(1205.00, 230.00)	8	未检测到信号	3677.391 s
12:14:08	测量	(1205.00, 230.00)	13	示向度 171.35°	3683.391 s
12:14:08	测量	(1205.00, 230.00)	18	未检测到信号	3689.391 s
12:14:09	测量	(955.00, 230.00)	18	未检测到信号	3744.391 s
12:14:09	测量	(955.00, 230.00)	3	示向度 101.49°	3750.391 s
12:14:09	测量	(955.00, 230.00)	8	未检测到信号	3756.391 s
12:14:09	测量	(955.00, 230.00)	12	未检测到信号	3762.391 s
12:14:09	测量	(955.00, 230.00)	13	示向度 163.42°	3768.391 s
12:14:09	测量	(738.49, 355.00)	13	示向度 197.82°	3823.391 s
12:14:09	测量	(738.49, 355.00)	3	示向度 76.97°	3829.391 s
12:14:09	测量	(738.49, 355.00)	6	未检测到信号	3835.391 s
12:14:09	测量	(738.49, 355.00)	8	未检测到信号	3841.391 s
12:14:09	测量	(738.49, 355.00)	12	未检测到信号	3847.391 s
12:14:10	测量	(641.18, 325.00)	3	示向度 66.85°	3873.757 s
12:14:10	测量	(641.18, 325.00)	13	示向度 196.45°	3879.757 s
12:14:10	测量	(641.18, 325.00)	18	未检测到信号	3885.757 s
12:14:10	清除	(641.18, 325.00)	13	清除成功	3890.757 s
12:14:10	测量	(766.18, 541.51)	18	未检测到信号	3945.757 s
12:14:10	测量	(766.18, 541.51)	3	示向度 73.31°	3951.757 s
12:14:10	测量	(766.18, 541.51)	8	未检测到信号	3957.757 s
12:14:10	测量	(766.18, 541.51)	12	未检测到信号	3963.757 s
12:14:10	测量	(840.00, 790.00)	12	未检测到信号	4020.603 s
12:14:10	测量	(840.00, 790.00)	3	示向度 279.75°	4026.603 s
12:14:10	测量	(840.00, 790.00)	6	未检测到信号	4032.603 s
12:14:10	测量	(840.00, 790.00)	8	未检测到信号	4038.603 s
12:14:10	清除	(840.00, 790.00)	3	清除成功	4043.603 s
12:14:10	退出	--	--	正常退出	4043.603 s
