共15个， 全向15个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
18:47:38	清除	(-1302.09, 227.18)	11	清除成功	2045.655 s
18:47:39	清除	(-458.57, 1313.41)	14	清除成功	2325.712 s
18:47:41	测量	(-242.06, 1438.41)	1	未检测到信号	2381.712 s
18:47:41	测量	(-242.06, 1438.41)	2	示向度 16.94°	2387.712 s
18:47:41	测量	(-242.06, 1438.41)	6	示向度 21.21°	2393.712 s
18:47:41	测量	(-242.06, 1438.41)	13	未检测到信号	2399.712 s
18:47:41	测量	(-242.06, 1438.41)	18	未检测到信号	2405.712 s
18:47:43	清除	(-26.59, 1504.04)	2	范围内无目标	2453.761 s
18:47:44	测量	(-25.00, 1505.00)	2	示向度 13.54°	2460.133 s
18:47:44	测量	(-25.00, 1505.00)	4	未检测到信号	2466.133 s
18:47:44	测量	(-25.00, 1505.00)	6	示向度 24.08°	2472.133 s
18:47:44	测量	(-25.00, 1505.00)	8	未检测到信号	2478.133 s
18:47:46	测量	(2.25, 1505.00)	2	示向度 157.87°	2489.583 s
18:47:46	测量	(2.25, 1505.00)	6	示向度 25.59°	2495.583 s
18:47:46	清除	(2.25, 1505.00)	2	清除成功	2500.583 s
18:47:48	清除	(383.16, 1685.03)	6	清除成功	2589.846 s
18:47:49	测量	(508.16, 1468.52)	1	未检测到信号	2645.846 s
18:47:49	测量	(508.16, 1468.52)	3	示向度 315.18°	2651.846 s
18:47:49	测量	(508.16, 1468.52)	10	示向度 327.50°	2657.846 s
18:47:49	测量	(508.16, 1468.52)	13	未检测到信号	2663.846 s
18:47:49	测量	(508.16, 1468.52)	18	未检测到信号	2669.846 s
18:47:49	清除	(1011.28, 1148.00)	10	清除成功	2794.153 s
18:47:49	清除	(933.47, 1045.88)	3	清除成功	2824.830 s
18:47:50	测量	(933.47, 145.88)	1	未检测到信号	3010.830 s
18:47:50	测量	(933.47, 145.88)	4	未检测到信号	3016.830 s
18:47:50	测量	(933.47, 145.88)	8	未检测到信号	3022.830 s
18:47:50	测量	(933.47, 145.88)	9	未检测到信号	3028.830 s
18:47:50	测量	(933.47, -754.12)	9	示向度 251.80°	3213.830 s
18:47:51	测量	(933.47, -754.12)	1	未检测到信号	3219.830 s
18:47:51	测量	(933.47, -754.12)	13	未检测到信号	3225.830 s
18:47:51	测量	(933.47, -754.12)	18	未检测到信号	3231.830 s
18:47:51	测量	(933.47, -754.12)	19	未检测到信号	3237.830 s
18:47:51	清除	(774.27, -1238.31)	9	清除成功	3344.768 s
18:47:52	测量	(557.77, -1363.31)	19	示向度 196.82°	3399.768 s
18:47:52	测量	(557.77, -1363.31)	1	未检测到信号	3405.768 s
18:47:52	清除	(-172.44, -1584.05)	19	清除成功	3563.338 s
18:47:52	测量	(0.00, -1200.00)	1	未检测到信号	3652.536 s
18:47:52	测量	(0.00, -1200.00)	4	未检测到信号	3658.536 s
18:47:52	测量	(0.00, -1200.00)	8	未检测到信号	3664.536 s
18:47:52	测量	(0.00, -1200.00)	13	未检测到信号	3670.536 s
18:47:52	测量	(0.00, -1200.00)	18	未检测到信号	3676.536 s
18:47:53	测量	(-1200.00, -1200.00)	18	未检测到信号	3921.536 s
18:47:53	测量	(-1200.00, -1200.00)	1	未检测到信号	3927.536 s
18:47:53	测量	(-1200.00, -1200.00)	4	未检测到信号	3933.536 s
18:47:53	测量	(-1200.00, -1200.00)	8	未检测到信号	3939.536 s
18:47:53	测量	(-1200.00, -1200.00)	13	未检测到信号	3945.536 s
18:47:53	测量	(-1400.00, 0.00)	13	未检测到信号	4193.846 s
18:47:53	测量	(-1400.00, 0.00)	1	未检测到信号	4199.846 s
18:47:53	测量	(-1400.00, 0.00)	4	未检测到信号	4205.846 s
18:47:53	测量	(-1400.00, 0.00)	8	未检测到信号	4211.846 s
18:47:53	测量	(-1400.00, 0.00)	18	未检测到信号	4217.846 s
18:47:53	测量	(-700.00, 1212.44)	8	未检测到信号	4503.846 s
18:47:54	测量	(1200.00, 1200.00)	8	未检测到信号	4888.854 s
18:47:54	测量	(1200.00, 1200.00)	1	未检测到信号	4894.854 s
18:47:54	测量	(1200.00, 1200.00)	4	未检测到信号	4900.854 s
18:47:54	测量	(1200.00, 1200.00)	13	未检测到信号	4906.854 s
18:47:54	测量	(1200.00, 1200.00)	18	未检测到信号	4912.854 s
18:47:54	测量	(1400.00, 0.00)	18	未检测到信号	5161.165 s
18:47:54	测量	(1400.00, 0.00)	4	未检测到信号	5167.165 s
18:47:54	测量	(1400.00, 0.00)	8	未检测到信号	5173.165 s
18:47:54	测量	(1400.00, 0.00)	13	未检测到信号	5179.165 s
18:47:54	测量	(1200.00, -1200.00)	4	未检测到信号	5428.475 s
18:47:54	测量	(1200.00, -1200.00)	8	未检测到信号	5434.475 s
18:47:58	退出	--	--	正常退出	5434.475 s
