12个全向

接收时间	指令	位置	频道	响应摘要	虚拟时间
19:11:46	测量	(-605.00, -285.00)	7	示向度 293.50°	552.617 s
19:11:46	测量	(-605.00, -285.00)	9	距离过近	558.617 s
19:11:46	测量	(-605.00, -285.00)	19	未检测到信号	564.617 s
19:11:46	测量	(-605.00, -285.00)	20	示向度 278.15°	570.617 s
19:11:46	清除	(-605.00, -285.00)	9	清除成功	575.617 s
19:11:47	测量	(-480.00, -501.51)	20	示向度 271.29°	630.617 s
19:11:47	测量	(-480.00, -501.51)	2	未检测到信号	636.617 s
19:11:47	测量	(-480.00, -501.51)	4	示向度 344.69°	642.617 s
19:11:47	测量	(-480.00, -501.51)	5	未检测到信号	648.617 s
19:11:47	测量	(-480.00, -501.51)	6	示向度 323.68°	654.617 s
19:11:47	测量	(-480.00, -501.51)	7	示向度 288.28°	660.617 s
19:11:47	测量	(-480.00, -501.51)	8	未检测到信号	666.617 s
19:11:47	测量	(-480.00, -501.51)	11	未检测到信号	672.617 s
19:11:47	测量	(-480.00, -751.51)	11	示向度 338.42°	727.617 s
19:11:47	测量	(-480.00, -751.51)	4	示向度 359.05°	733.617 s
19:11:47	测量	(-480.00, -751.51)	6	示向度 346.22°	739.617 s
19:11:47	测量	(-480.00, -751.51)	7	示向度 314.65°	745.617 s
19:11:47	测量	(-480.00, -751.51)	10	未检测到信号	751.617 s
19:11:47	测量	(-480.00, -751.51)	12	未检测到信号	757.617 s
19:11:47	测量	(-480.00, -751.51)	13	未检测到信号	763.617 s
19:11:47	测量	(-480.00, -751.51)	20	示向度 272.65°	769.617 s
19:11:48	测量	(-348.33, -881.67)	20	示向度 259.47°	811.645 s
19:11:48	测量	(-348.33, -881.67)	1	未检测到信号	817.645 s
19:11:48	测量	(-348.33, -881.67)	4	示向度 8.30°	823.645 s
19:11:48	测量	(-348.33, -881.67)	6	示向度 1.33°	829.645 s
19:11:48	测量	(-348.33, -881.67)	7	示向度 241.18°	835.645 s
19:11:48	测量	(-348.33, -881.67)	11	示向度 344.52°	841.645 s
19:11:48	测量	(-348.33, -881.67)	14	未检测到信号	847.645 s
19:11:48	测量	(-348.33, -881.67)	19	未检测到信号	853.645 s
19:11:48	清除	(-348.33, -881.67)	7	清除成功	858.645 s
19:11:49	测量	(-98.33, -881.67)	4	示向度 11.33°	914.645 s
19:11:49	测量	(-98.33, -881.67)	6	示向度 7.11°	920.645 s
19:11:49	测量	(-98.33, -881.67)	11	示向度 338.05°	926.645 s
19:11:49	测量	(-98.33, -881.67)	15	未检测到信号	932.645 s
19:11:49	测量	(-98.33, -881.67)	17	未检测到信号	938.645 s
19:11:49	测量	(-98.33, -881.67)	18	未检测到信号	944.645 s
19:11:49	测量	(-98.33, -881.67)	20	示向度 237.64°	950.645 s
19:11:50	测量	(5.00, -870.00)	20	示向度 231.36°	976.443 s
19:11:50	测量	(5.00, -870.00)	2	未检测到信号	982.443 s
19:11:50	测量	(5.00, -870.00)	4	示向度 11.47°	988.443 s
19:11:50	测量	(5.00, -870.00)	5	未检测到信号	994.443 s
19:11:50	测量	(5.00, -870.00)	6	距离过近	1000.443 s
19:11:50	测量	(5.00, -870.00)	8	未检测到信号	1006.443 s
19:11:50	测量	(5.00, -870.00)	11	示向度 332.56°	1012.443 s
19:11:50	清除	(5.00, -870.00)	6	清除成功	1017.443 s
19:11:51	测量	(255.00, -870.00)	11	示向度 310.68°	1072.443 s
19:11:51	测量	(255.00, -870.00)	3	示向度 29.47°	1078.443 s
19:11:51	测量	(255.00, -870.00)	4	示向度 25.12°	1084.443 s
19:11:51	测量	(255.00, -870.00)	10	未检测到信号	1090.443 s
19:11:51	测量	(255.00, -870.00)	12	未检测到信号	1096.443 s
19:11:51	测量	(255.00, -870.00)	13	未检测到信号	1102.443 s
19:11:51	测量	(255.00, -870.00)	20	示向度 218.68°	1108.443 s
19:11:52	测量	(475.00, -770.00)	1	未检测到信号	1162.776 s
19:11:52	测量	(475.00, -770.00)	4	距离过近	1168.776 s
19:11:52	测量	(475.00, -770.00)	11	示向度 267.50°	1174.776 s
19:11:52	测量	(475.00, -770.00)	14	未检测到信号	1180.776 s
19:11:52	测量	(475.00, -770.00)	19	未检测到信号	1186.776 s
19:11:52	清除	(475.00, -770.00)	4	清除成功	1191.776 s
19:11:52	测量	(475.00, -1020.00)	11	示向度 260.70°	1247.776 s
19:11:52	测量	(475.00, -1020.00)	15	未检测到信号	1253.776 s
19:11:52	测量	(475.00, -1020.00)	17	未检测到信号	1259.776 s
19:11:52	测量	(475.00, -1020.00)	18	未检测到信号	1265.776 s
19:11:52	测量	(475.00, -1020.00)	20	示向度 204.42°	1271.776 s
19:11:53	测量	(460.00, -1110.00)	20	示向度 199.87°	1295.024 s
19:11:53	测量	(460.00, -1110.00)	2	未检测到信号	1301.024 s
19:11:53	测量	(460.00, -1110.00)	5	未检测到信号	1307.024 s
19:11:53	测量	(460.00, -1110.00)	8	未检测到信号	1313.024 s
19:11:53	测量	(460.00, -1110.00)	11	距离过近	1319.024 s
19:11:53	清除	(460.00, -1110.00)	11	清除成功	1324.024 s
19:11:53	测量	(243.49, -1235.00)	20	示向度 196.33°	1380.024 s
19:11:54	测量	(26.99, -1360.00)	20	示向度 189.92°	1435.024 s
19:11:54	测量	(26.99, -1360.00)	2	未检测到信号	1441.024 s
19:11:54	测量	(26.99, -1360.00)	5	未检测到信号	1447.024 s
19:11:54	测量	(26.99, -1360.00)	8	未检测到信号	1453.024 s
19:11:54	测量	(-223.01, -1360.00)	15	未检测到信号	1509.024 s
19:11:54	测量	(-223.01, -1360.00)	17	未检测到信号	1515.024 s
19:11:54	测量	(-223.01, -1360.00)	18	未检测到信号	1521.024 s
19:11:54	测量	(-223.01, -1360.00)	20	示向度 199.99°	1527.024 s
19:11:55	测量	(-450.00, -1440.00)	20	示向度 242.51°	1580.158 s
19:11:55	测量	(-450.00, -1440.00)	2	未检测到信号	1586.158 s
19:11:55	测量	(-450.00, -1440.00)	5	未检测到信号	1592.158 s
19:11:55	测量	(-450.00, -1440.00)	8	未检测到信号	1598.158 s
19:11:55	清除	(-450.00, -1440.00)	20	清除成功	1603.158 s
19:11:55	测量	(329.42, -990.00)	3	示向度 35.72°	1789.158 s
19:11:55	测量	(329.42, -990.00)	10	未检测到信号	1795.158 s
19:11:55	测量	(329.42, -990.00)	12	未检测到信号	1801.158 s
19:11:55	测量	(329.42, -990.00)	13	未检测到信号	1807.158 s
19:11:55	测量	(1108.85, -540.00)	13	未检测到信号	1992.158 s
19:11:55	测量	(1108.85, -540.00)	3	示向度 47.40°	1998.158 s
19:11:55	测量	(1108.85, -540.00)	10	未检测到信号	2004.158 s
19:11:55	测量	(1108.85, -540.00)	12	未检测到信号	2010.158 s
19:11:55	测量	(1325.35, -415.00)	2	未检测到信号	2066.158 s
19:11:55	测量	(1325.35, -415.00)	3	示向度 66.57°	2072.158 s
19:11:55	测量	(1325.35, -415.00)	5	未检测到信号	2078.158 s
19:11:55	测量	(1325.35, -415.00)	8	未检测到信号	2084.158 s
19:11:56	测量	(1430.00, -195.00)	3	示向度 222.58°	2138.883 s
19:11:56	测量	(1430.00, -195.00)	15	未检测到信号	2144.883 s
19:11:56	测量	(1430.00, -195.00)	17	未检测到信号	2150.883 s
19:11:56	测量	(1430.00, -195.00)	18	未检测到信号	2156.883 s
19:11:56	清除	(1430.00, -195.00)	3	范围内无目标	2159.883 s
19:11:56	测量	(1418.66, -206.34)	1	未检测到信号	2169.090 s
19:11:56	测量	(1418.66, -206.34)	3	示向度 216.38°	2175.090 s
19:11:56	测量	(1418.66, -206.34)	14	未检测到信号	2181.090 s
19:11:56	测量	(1418.66, -206.34)	19	未检测到信号	2187.090 s
19:11:56	清除	(1418.66, -206.34)	3	清除成功	2192.090 s
19:11:56	测量	(0.00, 1200.00)	19	未检测到信号	2596.609 s
19:11:56	测量	(0.00, 1200.00)	1	示向度 157.33°	2602.609 s
19:11:56	测量	(0.00, 1200.00)	2	未检测到信号	2608.609 s
19:11:57	测量	(0.00, 1200.00)	5	未检测到信号	2614.609 s
19:11:57	测量	(0.00, 1200.00)	8	未检测到信号	2620.609 s
19:11:57	测量	(0.00, 1200.00)	10	未检测到信号	2626.609 s
19:11:57	测量	(0.00, 1200.00)	12	示向度 119.51°	2632.609 s
19:11:57	测量	(0.00, 1200.00)	13	示向度 12.13°	2638.609 s
19:11:57	测量	(0.00, 1200.00)	14	未检测到信号	2644.609 s
19:11:57	测量	(0.00, 1200.00)	15	未检测到信号	2650.609 s
19:11:57	测量	(0.00, 1200.00)	17	未检测到信号	2656.609 s
19:11:57	测量	(0.00, 1200.00)	18	未检测到信号	2662.609 s
19:11:57	测量	(0.00, 1450.00)	1	示向度 179.43°	2718.609 s
19:11:57	测量	(0.00, 1450.00)	12	示向度 146.51°	2724.609 s
19:11:57	测量	(0.00, 1450.00)	13	示向度 354.61°	2730.609 s
19:11:58	测量	(-216.51, 1575.00)	13	示向度 349.12°	2785.609 s
19:11:58	测量	(-216.51, 1575.00)	1	示向度 196.52°	2791.609 s
19:11:58	测量	(-216.51, 1575.00)	2	未检测到信号	2797.609 s
19:11:58	测量	(-216.51, 1575.00)	5	未检测到信号	2803.609 s
19:11:58	测量	(-216.51, 1575.00)	8	未检测到信号	2809.609 s
19:11:58	测量	(-216.51, 1575.00)	12	示向度 116.65°	2815.609 s
19:11:59	测量	(-235.00, 1610.00)	12	示向度 299.89°	2828.526 s
19:11:59	测量	(-235.00, 1610.00)	1	示向度 202.24°	2834.526 s
19:11:59	测量	(-235.00, 1610.00)	10	未检测到信号	2840.526 s
19:11:59	测量	(-235.00, 1610.00)	14	未检测到信号	2846.526 s
19:11:59	测量	(-235.00, 1610.00)	15	未检测到信号	2852.526 s
19:11:59	清除	(-235.00, 1610.00)	12	清除成功	2857.526 s
19:11:59	测量	(-451.51, 1485.00)	1	示向度 190.82°	2913.526 s
19:11:59	测量	(-451.51, 1485.00)	17	示向度 192.84°	2919.526 s
19:12:00	测量	(-451.51, 1485.00)	18	未检测到信号	2925.526 s
19:12:00	测量	(-451.51, 1485.00)	19	未检测到信号	2931.526 s
19:12:00	测量	(-550.90, 1485.00)	1	示向度 203.65°	2957.405 s
19:12:00	测量	(-550.90, 1485.00)	2	未检测到信号	2963.405 s
19:12:00	测量	(-550.90, 1485.00)	5	未检测到信号	2969.405 s
19:12:00	测量	(-550.90, 1485.00)	8	未检测到信号	2975.405 s
19:12:00	测量	(-550.90, 1485.00)	17	示向度 194.73°	2981.405 s
19:12:01	测量	(-587.24, 1448.66)	17	示向度 191.90°	2996.685 s
19:12:01	测量	(-587.24, 1448.66)	1	示向度 174.51°	3002.685 s
19:12:01	测量	(-587.24, 1448.66)	10	未检测到信号	3008.685 s
19:12:01	测量	(-587.24, 1448.66)	14	未检测到信号	3014.685 s
19:12:01	测量	(-587.24, 1448.66)	15	未检测到信号	3020.685 s
19:12:02	测量	(-630.00, 1450.00)	1	示向度 16.98°	3035.240 s
19:12:02	测量	(-630.00, 1450.00)	2	未检测到信号	3041.240 s
19:12:02	测量	(-630.00, 1450.00)	17	示向度 192.92°	3047.240 s
19:12:02	测量	(-630.00, 1450.00)	18	未检测到信号	3053.240 s
19:12:02	测量	(-630.00, 1450.00)	19	未检测到信号	3059.240 s
19:12:02	清除	(-630.00, 1450.00)	1	清除成功	3064.240 s
19:12:03	测量	(-846.51, 1325.00)	5	未检测到信号	3120.240 s
19:12:03	测量	(-846.51, 1325.00)	8	未检测到信号	3126.240 s
19:12:03	测量	(-846.51, 1325.00)	10	未检测到信号	3132.240 s
19:12:03	测量	(-846.51, 1325.00)	17	示向度 178.34°	3138.240 s
19:12:03	测量	(-1096.51, 1325.00)	17	示向度 173.14°	3193.240 s
19:12:03	测量	(-1096.51, 1325.00)	2	未检测到信号	3199.240 s
19:12:03	测量	(-1096.51, 1325.00)	14	未检测到信号	3205.240 s
19:12:03	测量	(-1096.51, 1325.00)	15	未检测到信号	3211.240 s
19:12:04	测量	(-1156.84, 1325.00)	5	未检测到信号	3229.307 s
19:12:04	测量	(-1156.84, 1325.00)	17	示向度 73.90°	3235.307 s
19:12:04	测量	(-1156.84, 1325.00)	18	未检测到信号	3241.307 s
19:12:04	测量	(-1156.84, 1325.00)	19	未检测到信号	3247.307 s
19:12:04	清除	(-1156.84, 1325.00)	17	清除成功	3252.307 s
19:12:04	测量	(-723.83, 1075.00)	8	未检测到信号	3358.307 s
19:12:04	测量	(-723.83, 1075.00)	10	未检测到信号	3364.307 s
19:12:04	测量	(-723.83, 1075.00)	13	未检测到信号	3370.307 s
19:12:04	测量	(-723.83, 1075.00)	14	未检测到信号	3376.307 s
19:12:05	测量	(-473.83, 1075.00)	13	未检测到信号	3432.307 s
19:12:05	测量	(-223.83, 1075.00)	13	未检测到信号	3487.307 s
19:12:05	测量	(26.17, 1075.00)	13	示向度 19.27°	3542.307 s
19:12:05	测量	(242.68, 1200.00)	13	示向度 16.27°	3597.307 s
19:12:06	测量	(242.68, 1200.00)	2	未检测到信号	3603.307 s
19:12:06	测量	(242.68, 1200.00)	5	未检测到信号	3609.307 s
19:12:06	测量	(242.68, 1200.00)	10	未检测到信号	3615.307 s
19:12:06	测量	(459.18, 1325.00)	8	未检测到信号	3671.307 s
19:12:06	测量	(459.18, 1325.00)	13	示向度 6.71°	3677.307 s
19:12:06	测量	(459.18, 1325.00)	14	未检测到信号	3683.307 s
19:12:06	测量	(459.18, 1325.00)	19	未检测到信号	3689.307 s
19:12:06	测量	(709.18, 1325.00)	10	未检测到信号	3745.307 s
19:12:06	测量	(709.18, 1325.00)	13	示向度 19.39°	3751.307 s
19:12:06	测量	(709.18, 1325.00)	15	未检测到信号	3757.307 s
19:12:06	测量	(709.18, 1325.00)	18	未检测到信号	3763.307 s
19:12:07	测量	(840.00, 1370.00)	2	未检测到信号	3796.976 s
19:12:07	测量	(840.00, 1370.00)	5	未检测到信号	3802.976 s
19:12:07	测量	(840.00, 1370.00)	8	未检测到信号	3808.976 s
19:12:07	测量	(840.00, 1370.00)	13	示向度 19.61°	3814.976 s
19:12:07	测量	(869.03, 1370.00)	13	示向度 174.98°	3825.782 s
19:12:07	测量	(869.03, 1370.00)	14	未检测到信号	3831.782 s
19:12:07	测量	(869.03, 1370.00)	19	未检测到信号	3837.782 s
19:12:07	清除	(869.03, 1370.00)	13	范围内无目标	3840.782 s
19:12:08	测量	(845.00, 1370.00)	13	距离过近	3851.588 s
19:12:08	清除	(845.00, 1370.00)	13	清除成功	3856.588 s
19:12:08	测量	(-1110.00, -50.00)	2	未检测到信号	4345.845 s
19:12:08	测量	(-1110.00, -50.00)	5	未检测到信号	4351.845 s
19:12:08	测量	(-1110.00, -50.00)	8	未检测到信号	4357.845 s
19:12:08	测量	(-1110.00, -50.00)	10	未检测到信号	4363.845 s
19:12:08	测量	(-1110.00, -50.00)	14	未检测到信号	4369.845 s
19:12:08	测量	(-1110.00, -50.00)	15	未检测到信号	4375.845 s
19:12:08	测量	(-1110.00, -50.00)	18	未检测到信号	4381.845 s
19:12:08	测量	(-1110.00, -50.00)	19	未检测到信号	4387.845 s
19:12:08	测量	(-1200.00, -1200.00)	19	未检测到信号	4623.548 s
19:12:08	测量	(-1200.00, -1200.00)	2	未检测到信号	4629.548 s
19:12:08	测量	(-1200.00, -1200.00)	5	未检测到信号	4635.548 s
19:12:08	测量	(-1200.00, -1200.00)	8	未检测到信号	4641.548 s
19:12:08	测量	(-1200.00, -1200.00)	10	未检测到信号	4647.548 s
19:12:08	测量	(-1200.00, -1200.00)	14	未检测到信号	4653.548 s
19:12:09	测量	(-1200.00, -1200.00)	15	未检测到信号	4659.548 s
19:12:09	测量	(-1200.00, -1200.00)	18	未检测到信号	4665.548 s
19:12:09	测量	(1200.00, 0.00)	18	未检测到信号	5207.204 s
19:12:09	测量	(1200.00, 0.00)	2	未检测到信号	5213.204 s
19:12:09	测量	(1200.00, 0.00)	5	未检测到信号	5219.204 s
19:12:09	测量	(1200.00, 0.00)	8	未检测到信号	5225.204 s
19:12:09	测量	(1200.00, 0.00)	10	未检测到信号	5231.204 s
19:12:09	测量	(1200.00, 0.00)	15	未检测到信号	5237.204 s
19:12:09	测量	(0.00, -1200.00)	10	未检测到信号	5582.615 s
19:12:09	测量	(0.00, -1200.00)	14	未检测到信号	5588.615 s
19:12:09	测量	(0.00, -1200.00)	19	未检测到信号	5594.615 s
19:12:15	退出	--	--	正常退出	5594.615 s
