共12个， 全向12个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
19:39:09	清除	(-454.49, -1531.01)	12	清除成功	1718.545 s
19:39:10	测量	(-454.49, -1531.01)	19	未检测到信号	1723.545 s
19:39:10	测量	(-454.49, -1531.01)	3	未检测到信号	1729.545 s
19:39:10	测量	(-454.49, -1531.01)	6	未检测到信号	1735.545 s
19:39:10	测量	(-454.49, -1531.01)	7	未检测到信号	1741.545 s
19:39:10	测量	(-454.49, -1531.01)	9	未检测到信号	1747.545 s
19:39:10	测量	(-454.49, -1531.01)	11	未检测到信号	1753.545 s
19:39:10	测量	(-454.49, -1531.01)	13	未检测到信号	1759.545 s
19:39:10	测量	(-454.49, -1531.01)	14	未检测到信号	1765.545 s
19:39:10	测量	(-454.49, -1531.01)	17	未检测到信号	1771.545 s
19:39:10	测量	(-454.49, -1531.01)	18	未检测到信号	1777.545 s
19:39:10	测量	(-1185.66, -1206.37)	18	未检测到信号	1942.545 s
19:39:10	测量	(-1185.66, -1206.37)	3	未检测到信号	1948.545 s
19:39:10	测量	(-1185.66, -1206.37)	6	未检测到信号	1954.545 s
19:39:10	测量	(-1185.66, -1206.37)	7	未检测到信号	1960.545 s
19:39:10	测量	(-1185.66, -1206.37)	9	未检测到信号	1966.545 s
19:39:10	测量	(-1185.66, -1206.37)	11	未检测到信号	1972.545 s
19:39:10	测量	(-1185.66, -1206.37)	13	未检测到信号	1978.545 s
19:39:10	测量	(-1185.66, -1206.37)	14	未检测到信号	1984.545 s
19:39:10	测量	(-1185.66, -1206.37)	17	未检测到信号	1990.545 s
19:39:10	测量	(-1185.66, -1206.37)	19	未检测到信号	1996.545 s
19:39:10	测量	(-1195.17, -406.42)	19	未检测到信号	2161.545 s
19:39:10	测量	(-1195.17, -406.42)	3	未检测到信号	2167.545 s
19:39:10	测量	(-1195.17, -406.42)	6	未检测到信号	2173.545 s
19:39:10	测量	(-1195.17, -406.42)	7	未检测到信号	2179.545 s
19:39:11	测量	(-1195.17, -406.42)	9	示向度 89.39°	2185.545 s
19:39:11	测量	(-1195.17, -406.42)	11	未检测到信号	2191.545 s
19:39:11	测量	(-1195.17, -406.42)	13	示向度 117.75°	2197.545 s
19:39:11	测量	(-1195.17, -406.42)	14	未检测到信号	2203.545 s
19:39:11	测量	(-1195.17, -406.42)	17	未检测到信号	2209.545 s
19:39:11	测量	(-1195.17, -406.42)	18	未检测到信号	2215.545 s
19:39:12	测量	(-1371.94, -229.65)	3	未检测到信号	2271.545 s
19:39:12	测量	(-1371.94, -229.65)	6	未检测到信号	2277.545 s
19:39:12	测量	(-1371.94, -229.65)	7	未检测到信号	2283.545 s
19:39:12	测量	(-1371.94, -229.65)	9	示向度 79.77°	2289.545 s
19:39:12	测量	(-1371.94, -229.65)	13	示向度 106.27°	2295.545 s
19:39:13	清除	(-1476.30, 127.93)	13	清除成功	2375.043 s
19:39:14	清除	(-1182.09, 822.39)	9	范围内无目标	2528.887 s
19:39:14	测量	(-1180.00, 855.00)	9	示向度 264.41°	2541.422 s
19:39:14	测量	(-1180.00, 855.00)	17	未检测到信号	2547.422 s
19:39:14	测量	(-1180.00, 855.00)	18	未检测到信号	2553.422 s
19:39:14	测量	(-1180.00, 855.00)	19	未检测到信号	2559.422 s
19:39:15	测量	(-1190.00, 735.00)	3	未检测到信号	2589.506 s
19:39:15	测量	(-1190.00, 735.00)	9	示向度 101.00°	2595.506 s
19:39:15	测量	(-1190.00, 735.00)	11	未检测到信号	2601.506 s
19:39:15	测量	(-1190.00, 735.00)	14	未检测到信号	2607.506 s
19:39:15	清除	(-1190.00, 735.00)	9	清除成功	2612.506 s
19:39:15	测量	(-1200.00, 1200.00)	14	未检测到信号	2710.527 s
19:39:15	测量	(-1200.00, 1200.00)	3	未检测到信号	2716.527 s
19:39:15	测量	(-1200.00, 1200.00)	6	未检测到信号	2722.527 s
19:39:15	测量	(-1200.00, 1200.00)	7	未检测到信号	2728.527 s
19:39:15	测量	(-1200.00, 1200.00)	11	未检测到信号	2734.527 s
19:39:15	测量	(-1200.00, 1200.00)	17	未检测到信号	2740.527 s
19:39:15	测量	(-1200.00, 1200.00)	18	未检测到信号	2746.527 s
19:39:15	测量	(-1200.00, 1200.00)	19	未检测到信号	2752.527 s
19:39:15	测量	(-400.00, 1200.00)	19	未检测到信号	2917.527 s
19:39:15	测量	(-400.00, 1200.00)	3	未检测到信号	2923.527 s
19:39:15	测量	(-400.00, 1200.00)	6	未检测到信号	2929.527 s
19:39:15	测量	(-400.00, 1200.00)	7	未检测到信号	2935.527 s
19:39:15	测量	(-400.00, 1200.00)	11	未检测到信号	2941.527 s
19:39:15	测量	(-400.00, 1200.00)	14	未检测到信号	2947.527 s
19:39:15	测量	(-400.00, 1200.00)	17	未检测到信号	2953.527 s
19:39:15	测量	(-400.00, 1200.00)	18	未检测到信号	2959.527 s
19:39:16	测量	(1200.00, 1200.00)	18	未检测到信号	3284.527 s
19:39:16	测量	(1200.00, 1200.00)	3	未检测到信号	3290.527 s
19:39:16	测量	(1200.00, 1200.00)	6	未检测到信号	3296.527 s
19:39:16	测量	(1200.00, 1200.00)	7	未检测到信号	3302.527 s
19:39:16	测量	(1200.00, 1200.00)	11	未检测到信号	3308.527 s
19:39:16	测量	(1200.00, 1200.00)	14	未检测到信号	3314.527 s
19:39:16	测量	(1200.00, 1200.00)	17	未检测到信号	3320.527 s
19:39:16	测量	(1200.00, 1200.00)	19	未检测到信号	3326.527 s
19:39:16	测量	(1400.00, 0.00)	19	未检测到信号	3574.838 s
19:39:16	测量	(1400.00, 0.00)	3	未检测到信号	3580.838 s
19:39:16	测量	(1400.00, 0.00)	6	未检测到信号	3586.838 s
19:39:16	测量	(1400.00, 0.00)	7	未检测到信号	3592.838 s
19:39:16	测量	(1400.00, 0.00)	11	未检测到信号	3598.838 s
19:39:16	测量	(1400.00, 0.00)	14	未检测到信号	3604.838 s
19:39:16	测量	(1400.00, 0.00)	17	未检测到信号	3610.838 s
19:39:16	测量	(1400.00, 0.00)	18	未检测到信号	3616.838 s
19:39:16	测量	(1200.00, -1200.00)	18	未检测到信号	3865.148 s
19:39:16	测量	(1200.00, -1200.00)	3	未检测到信号	3871.148 s
19:39:16	测量	(1200.00, -1200.00)	6	未检测到信号	3877.148 s
19:39:16	测量	(1200.00, -1200.00)	7	未检测到信号	3883.148 s
19:39:16	测量	(1200.00, -1200.00)	11	未检测到信号	3889.148 s
19:39:16	测量	(1200.00, -1200.00)	14	未检测到信号	3895.148 s
19:39:16	测量	(1200.00, -1200.00)	17	未检测到信号	3901.148 s
19:39:16	测量	(1200.00, -1200.00)	19	未检测到信号	3907.148 s
19:39:21	退出	--	--	正常退出	3907.148 s
