4全向6定向
接收时间	指令	位置	频道	响应摘要	虚拟时间
14:15:35	测量	(-450.00, 779.42)	19	未检测到信号	746.593 s
14:15:35	测量	(-450.00, 779.42)	20	未检测到信号	752.593 s
14:15:35	测量	(-1120.00, 440.00)	6	示向度 308.91°	908.807 s
14:15:35	测量	(-1120.00, 440.00)	12	未检测到信号	914.807 s
14:15:35	测量	(-1120.00, 440.00)	14	未检测到信号	920.807 s
14:15:36	测量	(460.00, -320.00)	14	示向度 122.32°	1276.463 s
14:15:36	测量	(460.00, -320.00)	3	示向度 218.80°	1282.463 s
14:15:36	测量	(460.00, -320.00)	6	示向度 191.74°	1288.463 s
14:15:36	测量	(-311.61, -531.24)	6	示向度 136.31°	1453.463 s
14:15:36	测量	(-311.61, -531.24)	3	示向度 14.95°	1459.463 s
14:15:36	测量	(-311.61, -531.24)	14	未检测到信号	1465.463 s
14:15:36	测量	(-450.00, -779.42)	1	未检测到信号	1528.296 s
14:15:36	测量	(-450.00, -779.42)	2	未检测到信号	1534.296 s
14:15:36	测量	(-450.00, -779.42)	3	示向度 27.08°	1540.296 s
14:15:36	测量	(-450.00, -779.42)	4	未检测到信号	1546.296 s
14:15:36	测量	(-450.00, -779.42)	5	未检测到信号	1552.296 s
14:15:36	测量	(-450.00, -779.42)	6	示向度 71.25°	1558.296 s
14:15:36	测量	(-450.00, -779.42)	7	未检测到信号	1564.296 s
14:15:36	测量	(-450.00, -779.42)	8	未检测到信号	1570.296 s
14:15:36	测量	(-450.00, -779.42)	9	示向度 131.16°	1576.296 s
14:15:36	测量	(-450.00, -779.42)	10	未检测到信号	1582.296 s
14:15:36	测量	(-450.00, -779.42)	11	未检测到信号	1588.296 s
14:15:36	测量	(-450.00, -779.42)	13	未检测到信号	1594.296 s
14:15:36	测量	(-450.00, -779.42)	15	未检测到信号	1600.296 s
14:15:36	测量	(-450.00, -779.42)	16	未检测到信号	1606.296 s
14:15:36	测量	(-450.00, -779.42)	17	未检测到信号	1612.296 s
14:15:36	测量	(-450.00, -779.42)	18	未检测到信号	1618.296 s
14:15:36	测量	(-450.00, -779.42)	19	示向度 322.40°	1624.296 s
14:15:36	测量	(-450.00, -779.42)	20	未检测到信号	1630.296 s
14:15:36	测量	(-1063.56, -298.00)	9	示向度 100.70°	1792.274 s
14:15:36	测量	(-1063.56, -298.00)	12	未检测到信号	1798.274 s
14:15:36	测量	(-1063.56, -298.00)	19	未检测到信号	1804.274 s
14:15:36	测量	(109.39, -1269.53)	19	示向度 327.66°	2113.885 s
14:15:36	测量	(109.39, -1269.53)	3	示向度 70.12°	2119.885 s
14:15:36	测量	(-99.80, 505.54)	3	示向度 302.84°	2482.357 s
14:15:36	测量	(-99.80, 505.54)	9	未检测到信号	2488.357 s
14:15:36	测量	(-99.80, 505.54)	12	未检测到信号	2494.357 s
14:15:36	测量	(-99.80, 505.54)	14	示向度 5.26°	2500.357 s
14:15:36	测量	(450.00, 779.42)	14	示向度 208.74°	2628.205 s
14:15:36	测量	(450.00, 779.42)	1	未检测到信号	2634.205 s
14:15:36	测量	(450.00, 779.42)	2	未检测到信号	2640.205 s
14:15:36	测量	(450.00, 779.42)	3	示向度 270.67°	2646.205 s
14:15:36	测量	(450.00, 779.42)	4	未检测到信号	2652.205 s
14:15:36	测量	(450.00, 779.42)	5	未检测到信号	2658.205 s
14:15:36	测量	(450.00, 779.42)	7	未检测到信号	2664.205 s
14:15:36	测量	(450.00, 779.42)	8	未检测到信号	2670.205 s
14:15:36	测量	(450.00, 779.42)	10	未检测到信号	2676.205 s
14:15:36	测量	(450.00, 779.42)	11	未检测到信号	2682.205 s
14:15:36	测量	(450.00, 779.42)	12	未检测到信号	2688.205 s
14:15:36	测量	(450.00, 779.42)	13	未检测到信号	2694.205 s
14:15:36	测量	(450.00, 779.42)	15	未检测到信号	2700.205 s
14:15:36	测量	(450.00, 779.42)	16	未检测到信号	2706.205 s
14:15:36	测量	(450.00, 779.42)	17	未检测到信号	2712.205 s
14:15:36	测量	(450.00, 779.42)	18	未检测到信号	2718.205 s
14:15:36	测量	(450.00, 779.42)	20	未检测到信号	2724.205 s
14:15:36	测量	(-1289.05, 1221.94)	12	示向度 263.72°	3089.098 s
14:15:36	测量	(279.69, -245.05)	3	示向度 333.34°	3524.657 s
14:15:36	测量	(279.69, -245.05)	9	未检测到信号	3530.657 s
14:15:36	测量	(279.69, -245.05)	19	未检测到信号	3536.657 s
14:15:36	测量	(139.61, -298.69)	19	未检测到信号	3571.657 s
14:15:36	测量	(139.61, -298.69)	3	示向度 354.93°	3577.657 s
14:15:36	测量	(139.61, -298.69)	6	示向度 201.71°	3583.657 s
14:15:36	测量	(139.61, -298.69)	9	未检测到信号	3589.657 s
14:15:36	测量	(450.00, -779.42)	1	未检测到信号	3710.102 s
14:15:36	测量	(450.00, -779.42)	2	未检测到信号	3716.102 s
14:15:36	测量	(450.00, -779.42)	3	示向度 90.78°	3722.102 s
14:15:36	测量	(450.00, -779.42)	4	未检测到信号	3728.102 s
14:15:36	测量	(450.00, -779.42)	5	未检测到信号	3734.102 s
14:15:36	测量	(450.00, -779.42)	7	未检测到信号	3740.102 s
14:15:36	测量	(450.00, -779.42)	8	未检测到信号	3746.102 s
14:15:36	测量	(450.00, -779.42)	10	示向度 178.99°	3752.102 s
14:15:36	测量	(450.00, -779.42)	11	未检测到信号	3758.102 s
14:15:36	测量	(450.00, -779.42)	13	示向度 29.22°	3764.102 s
14:15:36	测量	(450.00, -779.42)	15	未检测到信号	3770.102 s
14:15:36	测量	(450.00, -779.42)	16	未检测到信号	3776.102 s
14:15:36	测量	(450.00, -779.42)	17	未检测到信号	3782.102 s
14:15:36	测量	(450.00, -779.42)	18	未检测到信号	3788.102 s
14:15:36	测量	(450.00, -779.42)	19	示向度 283.97°	3794.102 s
14:15:36	测量	(450.00, -779.42)	20	未检测到信号	3800.102 s
14:15:36	测量	(89.90, -953.56)	10	未检测到信号	3886.102 s
14:15:36	测量	(89.90, -953.56)	13	未检测到信号	3892.102 s
14:15:36	测量	(1181.54, -531.84)	13	示向度 76.37°	4131.157 s
14:15:36	测量	(1181.54, -531.84)	3	示向度 164.74°	4137.157 s
14:15:36	测量	(1181.54, -531.84)	10	示向度 197.66°	4143.157 s
14:15:36	测量	(1181.54, -531.84)	19	示向度 243.69°	4149.157 s
14:15:37	测量	(-1125.53, -34.38)	9	示向度 356.48°	4627.175 s
14:15:37	测量	(-900.00, 0.00)	9	示向度 188.83°	4677.802 s
14:15:37	测量	(-900.00, 0.00)	1	未检测到信号	4683.802 s
14:15:37	测量	(-900.00, 0.00)	2	未检测到信号	4689.802 s
14:15:37	测量	(-900.00, 0.00)	3	未检测到信号	4695.802 s
14:15:37	测量	(-900.00, 0.00)	4	未检测到信号	4701.802 s
14:15:37	测量	(-900.00, 0.00)	5	未检测到信号	4707.802 s
14:15:37	测量	(-900.00, 0.00)	7	未检测到信号	4713.802 s
14:15:37	测量	(-900.00, 0.00)	8	未检测到信号	4719.802 s
14:15:37	测量	(-900.00, 0.00)	11	未检测到信号	4725.802 s
14:15:37	测量	(-900.00, 0.00)	15	未检测到信号	4731.802 s
14:15:37	测量	(-900.00, 0.00)	16	未检测到信号	4737.802 s
14:15:37	测量	(-900.00, 0.00)	17	未检测到信号	4743.802 s
14:15:37	测量	(-900.00, 0.00)	18	未检测到信号	4749.802 s
14:15:37	测量	(-900.00, 0.00)	20	未检测到信号	4755.802 s
14:15:37	测量	(660.00, -1610.00)	3	未检测到信号	5210.164 s
14:15:37	测量	(660.00, -1610.00)	10	示向度 108.19°	5216.164 s
14:15:37	测量	(660.00, -1610.00)	13	未检测到信号	5222.164 s
14:15:37	测量	(660.00, -1610.00)	19	距离过近	5228.164 s
14:15:37	清除	(660.00, -1610.00)	19	清除成功	5233.164 s
14:15:37	测量	(-192.24, 462.36)	9	未检测到信号	5687.315 s
14:15:37	测量	(-192.24, 462.36)	14	示向度 18.19°	5693.315 s
14:15:37	测量	(-1395.90, 369.65)	6	未检测到信号	5940.762 s
14:15:37	测量	(-1395.90, 369.65)	9	示向度 305.02°	5946.762 s
14:15:37	测量	(-1395.90, 369.65)	12	示向度 281.54°	5952.762 s
14:15:37	测量	(-1350.00, 779.42)	12	示向度 265.61°	6040.229 s
14:15:37	测量	(-1350.00, 779.42)	1	未检测到信号	6046.229 s
14:15:37	测量	(-1350.00, 779.42)	2	未检测到信号	6052.229 s
14:15:37	测量	(-1350.00, 779.42)	4	未检测到信号	6058.229 s
14:15:37	测量	(-1350.00, 779.42)	5	未检测到信号	6064.229 s
14:15:37	测量	(-1350.00, 779.42)	7	未检测到信号	6070.229 s
14:15:37	测量	(-1350.00, 779.42)	8	未检测到信号	6076.229 s
14:15:37	测量	(-1350.00, 779.42)	11	未检测到信号	6082.229 s
14:15:37	测量	(-1350.00, 779.42)	15	未检测到信号	6088.229 s
14:15:37	测量	(-1350.00, 779.42)	16	未检测到信号	6094.229 s
14:15:37	测量	(-1350.00, 779.42)	17	未检测到信号	6100.229 s
14:15:37	测量	(-1350.00, 779.42)	18	未检测到信号	6106.229 s
14:15:37	测量	(-1350.00, 779.42)	20	未检测到信号	6112.229 s
14:15:37	测量	(371.30, -457.69)	3	示向度 58.27°	6542.178 s
14:15:37	测量	(371.30, -457.69)	10	未检测到信号	6548.178 s
14:15:37	测量	(371.30, -457.69)	13	未检测到信号	6554.178 s
14:15:37	测量	(371.30, -457.69)	14	示向度 113.61°	6560.178 s
14:15:37	测量	(171.49, -466.52)	3	示向度 27.08°	6606.178 s
14:15:37	测量	(171.49, -466.52)	6	示向度 182.39°	6612.178 s
14:15:37	测量	(171.49, -466.52)	13	未检测到信号	6618.178 s
14:15:37	测量	(380.00, -780.00)	13	示向度 27.75°	6698.476 s
14:15:37	测量	(380.00, -780.00)	3	示向度 81.82°	6704.476 s
14:15:37	测量	(380.00, -780.00)	10	未检测到信号	6710.476 s
14:15:37	测量	(0.00, -1558.85)	10	未检测到信号	6888.796 s
14:15:37	测量	(0.00, -1558.85)	1	未检测到信号	6894.796 s
14:15:37	测量	(0.00, -1558.85)	2	未检测到信号	6900.796 s
14:15:37	测量	(0.00, -1558.85)	3	未检测到信号	6906.796 s
14:15:37	测量	(0.00, -1558.85)	4	未检测到信号	6912.796 s
14:15:37	测量	(0.00, -1558.85)	5	未检测到信号	6918.796 s
14:15:37	测量	(0.00, -1558.85)	7	未检测到信号	6924.796 s
14:15:37	测量	(0.00, -1558.85)	8	未检测到信号	6930.796 s
14:15:37	测量	(0.00, -1558.85)	11	未检测到信号	6936.796 s
14:15:37	测量	(0.00, -1558.85)	15	未检测到信号	6942.796 s
14:15:37	测量	(0.00, -1558.85)	16	未检测到信号	6948.796 s
14:15:37	测量	(0.00, -1558.85)	17	未检测到信号	6954.796 s
14:15:37	测量	(0.00, -1558.85)	18	未检测到信号	6960.796 s
14:15:37	测量	(0.00, -1558.85)	20	未检测到信号	6966.796 s
14:15:37	测量	(1265.19, -375.52)	13	示向度 135.17°	7319.263 s
14:15:37	测量	(-922.95, -204.89)	9	示向度 138.44°	7764.221 s
14:15:37	测量	(-81.68, 548.68)	12	未检测到信号	7996.106 s
14:15:37	测量	(-81.68, 548.68)	14	示向度 309.11°	8002.106 s
14:15:37	测量	(0.00, 1558.85)	1	未检测到信号	8210.798 s
14:15:37	测量	(0.00, 1558.85)	2	未检测到信号	8216.798 s
14:15:37	测量	(0.00, 1558.85)	4	未检测到信号	8222.798 s
14:15:37	测量	(0.00, 1558.85)	5	未检测到信号	8228.798 s
14:15:37	测量	(0.00, 1558.85)	7	未检测到信号	8234.798 s
14:15:37	测量	(0.00, 1558.85)	8	未检测到信号	8240.798 s
14:15:37	测量	(0.00, 1558.85)	11	未检测到信号	8246.798 s
14:15:37	测量	(0.00, 1558.85)	15	未检测到信号	8252.798 s
14:15:37	测量	(0.00, 1558.85)	16	未检测到信号	8258.798 s
14:15:37	测量	(0.00, 1558.85)	17	未检测到信号	8264.798 s
14:15:37	测量	(0.00, 1558.85)	18	未检测到信号	8270.798 s
14:15:37	测量	(0.00, 1558.85)	20	未检测到信号	8276.798 s
14:15:37	测量	(-1406.56, 348.73)	12	示向度 308.12°	8653.893 s
14:15:37	测量	(398.50, -470.88)	3	示向度 69.79°	9056.377 s
14:15:37	测量	(398.50, -470.88)	10	未检测到信号	9062.377 s
14:15:37	测量	(398.50, -470.88)	13	未检测到信号	9068.377 s
14:15:37	测量	(155.55, -382.61)	3	示向度 11.03°	9126.074 s
14:15:37	测量	(155.55, -382.61)	6	示向度 192.00°	9132.074 s
14:15:37	测量	(900.00, 0.00)	1	未检测到信号	9305.476 s
14:15:37	测量	(900.00, 0.00)	2	未检测到信号	9311.476 s
14:15:37	测量	(900.00, 0.00)	4	未检测到信号	9317.476 s
14:15:37	测量	(900.00, 0.00)	5	未检测到信号	9323.476 s
14:15:37	测量	(900.00, 0.00)	7	未检测到信号	9329.476 s
14:15:37	测量	(900.00, 0.00)	8	未检测到信号	9335.476 s
14:15:37	测量	(900.00, 0.00)	11	未检测到信号	9341.476 s
14:15:37	测量	(900.00, 0.00)	15	未检测到信号	9347.476 s
14:15:37	测量	(900.00, 0.00)	16	未检测到信号	9353.476 s
14:15:37	测量	(900.00, 0.00)	17	未检测到信号	9359.476 s
14:15:37	测量	(900.00, 0.00)	18	未检测到信号	9365.476 s
14:15:37	测量	(900.00, 0.00)	20	未检测到信号	9371.476 s
14:15:37	测量	(462.20, -669.58)	3	示向度 92.59°	9537.476 s
14:15:37	测量	(462.20, -669.58)	10	示向度 239.33°	9543.476 s
14:15:37	测量	(462.20, -669.58)	13	示向度 23.55°	9549.476 s
14:15:37	测量	(1249.72, -385.95)	13	示向度 114.91°	9721.884 s
14:15:38	测量	(-976.32, -157.84)	9	示向度 138.10°	10175.425 s
14:15:38	测量	(-1350.00, -779.42)	1	未检测到信号	10326.477 s
14:15:38	测量	(-1350.00, -779.42)	2	未检测到信号	10332.477 s
14:15:38	测量	(-1350.00, -779.42)	4	未检测到信号	10338.477 s
14:15:38	测量	(-1350.00, -779.42)	5	未检测到信号	10344.477 s
14:15:38	测量	(-1350.00, -779.42)	7	未检测到信号	10350.477 s
14:15:38	测量	(-1350.00, -779.42)	8	未检测到信号	10356.477 s
14:15:38	测量	(-1350.00, -779.42)	11	未检测到信号	10362.477 s
14:15:38	测量	(-1350.00, -779.42)	15	未检测到信号	10368.477 s
14:15:38	测量	(-1350.00, -779.42)	16	未检测到信号	10374.477 s
14:15:38	测量	(-1350.00, -779.42)	17	未检测到信号	10380.477 s
14:15:38	测量	(-1350.00, -779.42)	18	未检测到信号	10386.477 s
14:15:38	测量	(-1350.00, -779.42)	20	未检测到信号	10392.477 s
14:15:38	测量	(-90.74, 527.11)	14	示向度 337.27°	10761.396 s
14:15:38	测量	(-889.96, 562.39)	12	示向度 205.08°	10927.396 s
14:15:38	测量	(181.20, -82.02)	3	示向度 317.42°	11183.408 s
14:15:38	测量	(181.20, -82.02)	14	示向度 112.25°	11189.408 s
14:15:38	测量	(1350.00, -779.42)	1	未检测到信号	11467.619 s
14:15:38	测量	(1350.00, -779.42)	2	未检测到信号	11473.619 s
14:15:38	测量	(1350.00, -779.42)	4	未检测到信号	11479.619 s
14:15:38	测量	(1350.00, -779.42)	5	未检测到信号	11485.619 s
14:15:38	测量	(1350.00, -779.42)	7	未检测到信号	11491.619 s
14:15:38	测量	(1350.00, -779.42)	8	示向度 223.42°	11497.619 s
14:15:38	测量	(1350.00, -779.42)	11	未检测到信号	11503.619 s
14:15:38	测量	(1350.00, -779.42)	13	示向度 106.02°	11509.619 s
14:15:38	测量	(1350.00, -779.42)	15	未检测到信号	11515.619 s
14:15:38	测量	(1350.00, -779.42)	16	未检测到信号	11521.619 s
14:15:38	测量	(1350.00, -779.42)	17	未检测到信号	11527.619 s
14:15:38	测量	(1350.00, -779.42)	18	未检测到信号	11533.619 s
14:15:38	测量	(1350.00, -779.42)	20	未检测到信号	11539.619 s
14:15:38	测量	(1345.83, -1579.41)	8	示向度 120.12°	11705.619 s
14:15:38	测量	(1345.83, -1579.41)	10	示向度 140.12°	11711.619 s
14:15:38	测量	(1345.83, -1579.41)	13	示向度 95.84°	11717.619 s
14:15:38	测量	(163.52, -424.56)	3	示向度 19.26°	12054.165 s
14:15:38	测量	(163.52, -424.56)	6	示向度 187.05°	12060.165 s
14:15:38	测量	(390.00, -780.00)	3	示向度 83.09°	12150.457 s
14:15:38	测量	(390.00, -780.00)	10	未检测到信号	12156.457 s
14:15:38	测量	(390.00, -780.00)	13	示向度 27.91°	12162.457 s
14:15:38	测量	(900.00, -1558.85)	13	未检测到信号	12353.651 s
14:15:38	测量	(900.00, -1558.85)	1	未检测到信号	12359.651 s
14:15:38	测量	(900.00, -1558.85)	2	未检测到信号	12365.651 s
14:15:38	测量	(900.00, -1558.85)	3	未检测到信号	12371.651 s
14:15:38	测量	(900.00, -1558.85)	4	未检测到信号	12377.651 s
14:15:38	测量	(900.00, -1558.85)	5	未检测到信号	12383.651 s
14:15:38	测量	(900.00, -1558.85)	7	未检测到信号	12389.651 s
14:15:38	测量	(900.00, -1558.85)	8	示向度 73.12°	12395.651 s
14:15:38	测量	(900.00, -1558.85)	11	未检测到信号	12401.651 s
14:15:38	测量	(900.00, -1558.85)	15	未检测到信号	12407.651 s
14:15:38	测量	(900.00, -1558.85)	16	未检测到信号	12413.651 s
14:15:38	测量	(900.00, -1558.85)	17	未检测到信号	12419.651 s
14:15:38	测量	(900.00, -1558.85)	18	未检测到信号	12425.651 s
14:15:38	测量	(900.00, -1558.85)	20	未检测到信号	12431.651 s
14:15:38	测量	(1374.79, -379.20)	8	示向度 243.69°	12691.972 s
14:15:38	测量	(1374.79, -379.20)	13	示向度 164.43°	12697.972 s
14:15:38	测量	(-949.64, -181.36)	9	示向度 138.36°	13170.538 s
14:15:38	测量	(-134.40, 348.70)	14	示向度 62.22°	13371.020 s
14:15:38	测量	(-900.00, 1558.85)	1	未检测到信号	13663.417 s
14:15:38	测量	(-900.00, 1558.85)	2	未检测到信号	13669.417 s
14:15:38	测量	(-900.00, 1558.85)	4	未检测到信号	13675.417 s
14:15:38	测量	(-900.00, 1558.85)	5	未检测到信号	13681.417 s
14:15:38	测量	(-900.00, 1558.85)	7	未检测到信号	13687.417 s
14:15:38	测量	(-900.00, 1558.85)	11	未检测到信号	13693.417 s
14:15:38	测量	(-900.00, 1558.85)	12	示向度 248.45°	13699.417 s
14:15:38	测量	(-900.00, 1558.85)	15	未检测到信号	13705.417 s
14:15:38	测量	(-900.00, 1558.85)	16	未检测到信号	13711.417 s
14:15:38	测量	(-900.00, 1558.85)	17	未检测到信号	13717.417 s
14:15:38	测量	(-900.00, 1558.85)	18	未检测到信号	13723.417 s
14:15:38	测量	(-900.00, 1558.85)	20	未检测到信号	13729.417 s
14:15:38	测量	(-1390.00, 330.00)	6	未检测到信号	14000.005 s
14:15:38	测量	(-1390.00, 330.00)	12	示向度 297.55°	14006.005 s
14:15:38	测量	(399.36, -471.19)	3	示向度 70.14°	14404.112 s
14:15:38	测量	(399.36, -471.19)	10	未检测到信号	14410.112 s
14:15:39	测量	(399.36, -471.19)	13	未检测到信号	14416.112 s
14:15:39	测量	(1242.65, -1074.22)	3	示向度 137.14°	14629.457 s
14:15:39	测量	(1242.65, -1074.22)	8	示向度 178.04°	14635.457 s
14:15:39	测量	(1800.00, -1558.85)	1	未检测到信号	14789.172 s
14:15:39	测量	(1800.00, -1558.85)	2	未检测到信号	14795.172 s
14:15:39	测量	(1800.00, -1558.85)	4	未检测到信号	14801.172 s
14:15:39	测量	(1800.00, -1558.85)	5	未检测到信号	14807.172 s
14:15:39	测量	(1800.00, -1558.85)	7	未检测到信号	14813.172 s
14:15:39	测量	(1800.00, -1558.85)	11	未检测到信号	14819.172 s
14:15:39	测量	(1800.00, -1558.85)	15	未检测到信号	14825.172 s
14:15:39	测量	(1800.00, -1558.85)	16	未检测到信号	14831.172 s
14:15:39	测量	(1800.00, -1558.85)	17	未检测到信号	14837.172 s
14:15:39	测量	(1800.00, -1558.85)	18	未检测到信号	14843.172 s
14:15:39	测量	(1800.00, -1558.85)	20	未检测到信号	14849.172 s
14:15:39	测量	(167.51, -445.54)	3	示向度 23.24°	15250.367 s
14:15:39	测量	(167.51, -445.54)	6	示向度 184.68°	15256.367 s
14:15:39	测量	(514.27, -644.93)	3	示向度 101.65°	15342.367 s
14:15:39	测量	(514.27, -644.93)	10	示向度 229.04°	15348.367 s
14:15:39	测量	(1240.07, -352.88)	8	未检测到信号	15510.838 s
14:15:39	测量	(1240.07, -352.88)	13	示向度 130.63°	15516.838 s
14:15:39	测量	(1800.00, 0.00)	1	未检测到信号	15655.209 s
14:15:39	测量	(1800.00, 0.00)	2	示向度 142.65°	15661.209 s
14:15:39	测量	(1800.00, 0.00)	4	未检测到信号	15667.209 s
14:15:39	测量	(1800.00, 0.00)	5	未检测到信号	15673.209 s
14:15:39	测量	(1800.00, 0.00)	7	未检测到信号	15679.209 s
14:15:39	测量	(1800.00, 0.00)	8	示向度 234.47°	15685.209 s
14:15:39	测量	(1800.00, 0.00)	11	未检测到信号	15691.209 s
14:15:39	测量	(1800.00, 0.00)	15	未检测到信号	15697.209 s
14:15:39	测量	(1800.00, 0.00)	16	未检测到信号	15703.209 s
14:15:39	测量	(1800.00, 0.00)	17	未检测到信号	15709.209 s
14:15:39	测量	(1800.00, 0.00)	18	未检测到信号	15715.209 s
14:15:39	测量	(1800.00, 0.00)	20	未检测到信号	15721.209 s
14:15:39	测量	(1538.67, 302.83)	2	示向度 153.03°	15807.209 s
14:15:39	测量	(1538.67, 302.83)	3	示向度 209.51°	15813.209 s
14:15:39	测量	(-936.29, -193.12)	9	示向度 138.42°	16324.041 s
14:15:39	测量	(-50.00, 510.00)	14	距离过近	16556.307 s
14:15:39	清除	(-50.00, 510.00)	14	清除成功	16561.307 s
14:15:39	测量	(900.00, 1558.85)	1	未检测到信号	16850.332 s
14:15:39	测量	(900.00, 1558.85)	2	未检测到信号	16856.332 s
14:15:39	测量	(900.00, 1558.85)	4	未检测到信号	16862.332 s
14:15:39	测量	(900.00, 1558.85)	5	未检测到信号	16868.332 s
14:15:39	测量	(900.00, 1558.85)	7	未检测到信号	16874.332 s
14:15:39	测量	(900.00, 1558.85)	11	未检测到信号	16880.332 s
14:15:39	测量	(900.00, 1558.85)	15	未检测到信号	16886.332 s
14:15:39	测量	(900.00, 1558.85)	16	未检测到信号	16892.332 s
14:15:39	测量	(900.00, 1558.85)	17	未检测到信号	16898.332 s
14:15:39	测量	(900.00, 1558.85)	18	未检测到信号	16904.332 s
14:15:39	测量	(900.00, 1558.85)	20	未检测到信号	16910.332 s
14:15:39	测量	(-1392.95, 349.83)	12	示向度 283.71°	17434.766 s
14:15:39	测量	(398.09, -470.73)	3	示向度 69.62°	17834.778 s
14:15:39	测量	(398.09, -470.73)	10	未检测到信号	17840.778 s
14:15:39	测量	(398.09, -470.73)	13	未检测到信号	17846.778 s
14:15:39	测量	(1050.00, -1070.00)	8	示向度 162.87°	18029.878 s
14:15:39	测量	(2250.00, -779.42)	1	未检测到信号	18282.814 s
14:15:39	测量	(2250.00, -779.42)	4	未检测到信号	18288.814 s
14:15:39	测量	(2250.00, -779.42)	5	未检测到信号	18294.814 s
14:15:39	测量	(2250.00, -779.42)	7	未检测到信号	18300.814 s
14:15:39	测量	(2250.00, -779.42)	11	未检测到信号	18306.814 s
14:15:39	测量	(2250.00, -779.42)	15	未检测到信号	18312.814 s
14:15:39	测量	(2250.00, -779.42)	16	未检测到信号	18318.814 s
14:15:39	测量	(2250.00, -779.42)	17	未检测到信号	18324.814 s
14:15:39	测量	(2250.00, -779.42)	18	未检测到信号	18330.814 s
14:15:39	测量	(2250.00, -779.42)	20	未检测到信号	18336.814 s
14:15:39	测量	(169.50, -456.03)	3	示向度 25.18°	18763.911 s
14:15:39	测量	(169.50, -456.03)	6	示向度 183.52°	18769.911 s
14:15:39	测量	(520.28, -648.26)	3	示向度 102.56°	18855.911 s
14:15:39	测量	(520.28, -648.26)	10	示向度 226.94°	18861.911 s
14:15:39	测量	(1244.90, -369.41)	2	示向度 93.76°	19023.194 s
